#time	#ias
2	0
7.02234636871508	90.0277
12.0446927374302	90.0277
17.0670391061453	90.0277
22.0893854748603	90.0277
27.1117318435754	90.0277
32.1340782122905	90.0277
37.1564245810056	90.0277
42.1787709497207	90.0277
47.2011173184358	90.0277
52.2234636871508	90.0277
57.2458100558659	90.0277
62.268156424581	90.0277
67.2905027932961	90.0277
72.3128491620112	90.0277
77.3351955307263	90.0277
82.3575418994413	90.0277
87.3798882681564	90.0277
92.4022346368715	90.0277
97.4245810055866	90.0277
102.446927374302	90.0277
107.469273743017	90.0277
112.491620111732	90.0277
117.513966480447	90.0277
122.536312849162	90.0277
127.558659217877	149.18876
132.581005586592	149.18876
137.603351955307	149.18876
142.625698324022	149.18876
147.648044692737	149.18876
152.670391061453	149.18876
157.692737430168	149.18876
162.715083798883	149.18876
167.737430167598	149.18876
172.759776536313	149.18876
177.782122905028	149.18876
182.804469273743	149.18876
187.826815642458	149.18876
192.849162011173	149.18876
197.871508379888	149.18876
202.893854748603	149.18876
207.916201117318	149.18876
212.938547486034	149.18876
217.960893854749	149.18876
222.983240223464	149.18876
228.005586592179	149.18876
233.027932960894	149.18876
238.050279329609	149.18876
243.072625698324	149.18876
248.094972067039	149.18876
253.117318435754	149.18876
258.139664804469	149.18876
263.162011173184	149.18876
268.184357541899	149.18876
273.206703910615	149.18876
278.22905027933	149.18876
283.251396648045	149.18876
288.27374301676	149.18876
293.296089385475	149.18876
298.31843575419	149.18876
303.340782122905	149.18876
308.36312849162	149.18876
313.385474860335	149.18876
318.40782122905	149.18876
323.430167597765	149.18876
328.45251396648	149.18876
333.474860335196	149.18876
338.497206703911	149.18876
343.519553072626	149.18876
348.541899441341	149.18876
353.564245810056	149.18876
358.586592178771	149.18876
363.608938547486	149.18876
368.631284916201	149.18876
373.653631284916	149.18876
378.675977653631	149.18876
383.698324022346	149.18876
388.720670391061	149.18876
393.743016759777	149.18876
398.765363128492	149.18876
403.787709497207	149.18876
408.810055865922	149.18876
413.832402234637	149.18876
418.854748603352	149.18876
423.877094972067	149.18876
428.899441340782	149.18876
433.921787709497	149.18876
438.944134078212	149.18876
443.966480446927	149.18876
448.988826815643	149.18876
454.011173184358	149.18876
459.033519553073	149.18876
464.055865921788	149.18876
469.078212290503	149.18876
474.100558659218	149.18876
479.122905027933	149.18876
484.145251396648	149.18876
489.167597765363	149.18876
494.189944134078	149.18876
499.212290502793	149.18876
504.234636871508	149.18876
509.256983240223	149.18876
514.279329608939	149.18876
519.301675977654	149.18876
524.324022346369	149.18876
529.346368715084	149.18876
534.368715083799	149.18876
539.391061452514	149.18876
544.413407821229	149.18876
549.435754189944	149.18876
554.458100558659	149.18876
559.480446927374	149.18876
564.502793296089	149.18876
569.525139664804	149.18876
574.54748603352	149.18876
579.569832402235	149.18876
584.59217877095	149.18876
589.614525139665	149.18876
594.63687150838	149.18876
599.659217877095	149.18876
604.68156424581	149.18876
609.703910614525	149.18876
614.72625698324	149.18876
619.748603351955	149.18876
624.77094972067	149.18876
629.793296089385	149.18876
634.815642458101	149.18876
639.837988826816	149.18876
644.860335195531	149.18876
649.882681564246	149.18876
654.905027932961	149.18876
659.927374301676	149.18876
664.949720670391	149.18876
669.972067039106	149.18876
674.994413407821	149.18876
680.016759776536	149.18876
685.039106145251	149.18876
690.061452513967	149.18876
695.083798882682	149.18876
700.106145251397	149.18876
705.128491620112	149.18876
710.150837988827	149.18876
715.173184357542	149.18876
720.195530726257	149.18876
725.217877094972	149.18876
730.240223463687	149.18876
735.262569832402	149.18876
740.284916201117	149.18876
745.307262569832	149.18876
750.329608938548	149.18876
755.351955307263	149.18876
760.374301675978	149.18876
765.396648044693	149.18876
770.418994413408	149.18876
775.441340782123	149.18876
780.463687150838	149.18876
785.486033519553	149.18876
790.508379888268	149.18876
795.530726256983	149.18876
800.553072625698	149.18876
805.575418994413	149.18876
810.597765363129	149.18876
815.620111731844	149.18876
820.642458100559	164.887067974825
825.664804469274	164.589650886323
830.687150837989	164.29256635492
835.709497206704	163.995814237083
