#time	#ias
840.731843575419	163.699394389247
845.754189944134	163.403306667806
850.776536312849	163.107550929121
855.798882681564	162.812127029515
860.821229050279	162.517034825271
865.843575418994	162.222274172641
870.86592178771	161.927844927834
875.888268156425	161.633746947026
880.91061452514	161.339980086355
885.932960893855	161.046544201922
890.95530726257	160.75343914979
895.977653631285	160.460664785986
901	160.168220966499
906.022346368715	159.876107547281
911.04469273743	159.584324384248
916.067039106145	159.292871333277
921.08938547486	159.001748250209
926.111731843575	158.710954990847
931.134078212291	158.420491410956
936.156424581006	158.130357366265
941.178770949721	157.840552712465
946.201117318436	157.55107730521
951.223463687151	157.261931000115
956.245810055866	156.973113652759
961.268156424581	156.684625118683
966.290502793296	156.396465253389
971.312849162011	156.108633912344
976.335195530726	155.821130950975
981.357541899441	155.533956224673
986.379888268156	155.24710958879
991.402234636872	154.96059089864
996.424581005587	154.6744000095
1001.4469273743	154.38853677661
1006.46927374302	154.103001055171
1011.49162011173	153.817792700344
1016.51396648045	153.532911567256
1021.53631284916	153.248357510993
1026.55865921788	152.964130386605
1031.58100558659	152.680230049103
1036.60335195531	152.396656353459
1041.62569832402	152.113409154607
1046.64804469274	151.830488307445
1051.67039106145	151.547893666831
1056.69273743017	151.265625087584
1061.71508379888	150.983682424487
1066.7374301676	150.702065532281
1071.75977653631	150.420774265673
1076.78212290503	150.139808479329
1081.80446927374	149.859168027877
1086.82681564246	149.578852765906
1091.84916201117	149.298862547967
1096.87150837989	149.019197228573
1101.8938547486	148.739856662197
1106.91620111732	148.460840703275
1111.93854748603	148.182149206203
1116.96089385475	147.903782025339
1121.98324022346	147.625739015001
1127.00558659218	147.34802002947
1132.02793296089	147.070624922988
1137.05027932961	146.793553549756
1142.07262569832	146.516805763938
1147.09497206704	146.240381419659
1152.11731843575	145.964280371004
1157.13966480447	145.68850247202
1162.16201117318	145.413047576714
1167.1843575419	145.137915539055
1172.20670391061	144.863106212972
1177.22905027933	144.588619452355
1182.25139664804	144.314455111055
1187.27374301676	144.040613042882
1192.29608938548	143.767093101611
1197.31843575419	143.493895140973
1202.34078212291	143.221019014662
1207.36312849162	142.948464576332
1212.38547486034	142.676231679597
1217.40782122905	142.404320178034
1222.43016759777	142.132729925177
1227.45251396648	141.861460774523
1232.4748603352	141.590512579527
1237.49720670391	141.319885193607
1242.51955307263	141.04957847014
1247.54189944134	140.779592262463
1252.56424581006	140.509926423874
1257.58659217877	140.24058080763
1262.60893854749	139.971555266949
1267.6312849162	139.70284965501
1272.65363128492	139.43446382495
1277.67597765363	139.166397629867
1282.69832402235	138.89865092282
1287.72067039106	138.631223556827
1292.74301675978	138.364115384865
1297.76536312849	138.097326259872
1302.78770949721	137.830856034746
1307.81005586592	137.564704562344
1312.83240223464	137.298871695483
1317.85474860335	137.033357286941
1322.87709497207	136.768161189453
1327.89944134078	136.503283255717
1332.9217877095	136.238723338386
1337.94413407821	135.974481290078
1342.96648044693	135.710556963366
1347.98882681564	135.446950210784
1353.01117318436	135.183660884827
1358.03351955307	134.920688837948
1363.05586592179	134.658033922558
1368.0782122905	134.395695991029
1373.10055865922	134.133674895692
1378.12290502793	133.871970488837
1383.14525139665	133.610582622714
1388.16759776536	133.34951114953
1393.18994413408	133.088755921454
1398.21229050279	132.828316790612
1403.23463687151	132.568193609088
1408.25698324022	132.308386228928
1413.27932960894	132.048894502136
1418.30167597765	131.789718280672
1423.32402234637	131.530857416459
1428.34636871508	131.272311761376
1433.3687150838	131.014081167262
1438.39106145251	130.756165485914
1443.41340782123	130.498564569088
1448.43575418994	130.241278268498
1453.45810055866	129.984306435819
1458.48044692737	129.727648922681
1463.50279329609	129.471305580675
1468.5251396648	129.215276261349
1473.54748603352	128.959560816211
1478.56983240223	130.354212418479
1483.59217877095	130.354212418479
1488.61452513966	130.354212418479
1493.63687150838	130.354212418479
1498.6592178771	130.354212418479
1503.68156424581	130.354212418479
1508.70391061453	130.354212418479
1513.72625698324	130.354212418479
1518.74860335196	130.354212418479
1523.77094972067	130.354212418479
1528.79329608939	130.354212418479
1533.8156424581	130.354212418479
1538.83798882682	130.354212418479
1543.86033519553	130.354212418479
1548.88268156425	130.354212418479
1553.90502793296	130.354212418479
1558.92737430168	130.354212418479
1563.94972067039	130.354212418479
1568.97206703911	130.354212418479
1573.99441340782	130.354212418479
1579.01675977654	130.354212418479
1584.03910614525	130.354212418479
1589.06145251397	130.354212418479
1594.08379888268	130.354212418479
1599.1061452514	130.354212418479
1604.12849162011	130.354212418479
1609.15083798883	130.354212418479
1614.17318435754	130.354212418479
1619.19553072626	130.354212418479
1624.21787709497	130.354212418479
1629.24022346369	130.354212418479
1634.2625698324	130.354212418479
1639.28491620112	130.354212418479
1644.30726256983	130.354212418479
1649.32960893855	130.354212418479
1654.35195530726	130.354212418479
1659.37430167598	130.354212418479
1664.39664804469	130.354212418479
1669.41899441341	130.354212418479
1674.44134078212	130.354212418479
1679.46368715084	130.354212418479
1684.48603351955	130.354212418479
1689.50837988827	130.354212418479
1694.53072625698	130.354212418479
1699.5530726257	130.354212418479
1704.57541899441	130.354212418479
1709.59776536313	130.354212418479
1714.62011173184	130.354212418479
1719.64245810056	130.354212418479
1724.66480446927	130.354212418479
1729.68715083799	130.354212418479
1734.7094972067	130.354212418479
1739.73184357542	130.354212418479
1744.75418994413	130.354212418479
1749.77653631285	130.354212418479
1754.79888268156	130.354212418479
1759.82122905028	130.354212418479
1764.84357541899	130.354212418479
1769.86592178771	130.354212418479
1774.88826815642	130.354212418479
1779.91061452514	130.354212418479
1784.93296089385	130.354212418479
1789.95530726257	130.354212418479
1794.97765363129	130.354212418479
1800	130.354212418479
1805	130.354212418479
