#time	#mach
2	0
7.02234636871508	0.264558490895075
12.0446927374302	0.265556960212823
17.0670391061453	0.266560639276329
22.0893854748603	0.267569562811287
27.1117318435754	0.268583765825278
32.1340782122905	0.269603283610468
37.1564245810056	0.270628151746334
42.1787709497207	0.271658406102426
47.2011173184358	0.272694082841155
52.2234636871508	0.273735218420609
57.2458100558659	0.274781849597413
62.268156424581	0.275834013429603
67.2905027932961	0.276891747279547
72.3128491620112	0.277955088816889
77.3351955307263	0.279024076021534
82.3575418994413	0.280098747186655
87.3798882681564	0.281179140921749
92.4022346368715	0.28226529615571
97.4245810055866	0.283357252139954
102.446927374302	0.284455048451563
107.469273743017	0.285558724996477
112.491620111732	0.286668322012712
117.513966480447	0.287783880073625
122.536312849162	0.288905440091206
127.558659217877	0.48062618607217
132.581005586592	0.482128322499618
137.603351955307	0.483636947852789
142.625698324022	0.485152097931535
147.648044692737	0.486673808776185
152.670391061453	0.488202116669446
157.692737430168	0.489737058138327
162.715083798883	0.491278669956078
167.737430167598	0.492826989144146
172.759776536313	0.494382052974153
177.782122905028	0.495943898969887
182.804469273743	0.497512564909314
187.826815642458	0.499088088826609
192.849162011173	0.500670509014203
197.871508379888	0.502259864024853
202.893854748603	0.503856192673729
207.916201117318	0.505459534040517
212.938547486034	0.507069927471545
217.960893854749	0.508687412581933
222.983240223464	0.510312029257752
228.005586592179	0.511943817658213
233.027932960894	0.51358281821787
238.050279329609	0.515229071648847
243.072625698324	0.516882618943087
248.094972067039	0.518543501374616
253.117318435754	0.520211760501833
258.139664804469	0.521887438169821
263.162011173184	0.523570576512682
268.184357541899	0.525261217955881
273.206703910615	0.526959405218634
278.22905027933	0.528665181316298
283.251396648045	0.530378589562793
288.27374301676	0.532099673573049
293.296089385475	0.53382847726547
298.31843575419	0.535565044864422
303.340782122905	0.537309420902749
308.36312849162	0.539061650224312
313.385474860335	0.540821777986545
318.40782122905	0.542589849663046
323.430167597765	0.544365911046182
328.45251396648	0.546150008249729
333.474860335196	0.547942187711526
338.497206703911	0.549742496196169
343.519553072626	0.551550980797712
348.541899441341	0.553367688942413
353.564245810056	0.555192668391489
358.586592178771	0.557025967243913
363.608938547486	0.558867633939226
368.631284916201	0.560717717260381
373.653631284916	0.562576266336617
378.675977653631	0.564443330646351
383.698324022346	0.566318960020111
388.720670391061	0.568203204643488
393.743016759777	0.57009611506012
398.765363128492	0.571997742174701
403.787709497207	0.573908137256029
408.810055865922	0.575827351940068
413.832402234637	0.577755438233058
418.854748603352	0.579692448514639
423.877094972067	0.581638435541016
428.899441340782	0.583593452448149
433.921787709497	0.584967365706107
